title,neighborhood,time_duration,bedrooms,bathrooms,size,price
فيلا للبيع في شارع عبدالرحمن بن ابراهيم ، الرياض,طويق,5 days 00:00:00,3.0,5.0,480.0,1000000.0
فيلا للبيع في شارع الوجه ، حي العريجاء الوسطى ، الرياض,الوسطى,7 days 00:00:00,6.0,5.0,400.0,600000.0
فيلا للبيع في الرياض,النرجس,91 days 06:00:00,5.0,5.0,250.0,1350000.0
فيلا للبيع في شارع رقم 425 ، الرياض,النرجس,14 days 00:00:00,4.0,4.0,270.0,1450000.0
فيلا للبيع في شارع المجد ، حي ظهرة لبن ، الرياض,لبن,91 days 06:00:00,4.70312813314618,3.0,262.0,940000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,4.0,4.0,378.0,840000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,14 days 00:00:00,5.0,5.0,372.0,1170000.0
فيلا للبيع في شارع حسان بن النعمان ، حي الورود ، الرياض,الورود,14 days 00:00:00,5.0,5.0,570.0,1700000.0
فيلا للبيع في شارع دجلة ، حي الصحافة ، الرياض,الصحافة,91 days 06:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,المهدية,21 days 00:00:00,5.0,5.0,200.0,800000.0
فيلا للبيع في طريق عثمان بن عفان ، الرياض,النرجس,6 days 00:00:00,4.70312813314618,4.449167836374574,255.0,1400000.0
فيلا للبيع في شارع الجاحظ ، حي طويق ، الرياض,طويق,1 days 00:00:00,5.0,5.0,225.0,970000.0
فيلا للبيع في حي العوالي ، الرياض,نمار,21 days 00:00:00,4.0,5.0,450.0,1450000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,91 days 06:00:00,5.0,3.0,309.0,785000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,7 days 00:00:00,4.70312813314618,4.449167836374574,348.0,1350000.0
فيلا للبيع في طريق نجم الدين الأيوبي الفرعي ، حي العوالي ، الرياض,نمار,21 days 00:00:00,4.0,5.0,360.0,1250000.0
فيلا للبيع في شارع الذهبي ، الرياض,طويق,91 days 06:00:00,4.70312813314618,5.0,350.0,1000000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,91 days 06:00:00,5.0,5.0,390.0,1250000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,91 days 06:00:00,5.0,5.0,390.0,1250000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,4.0,250.0,1000000.0
فيلا للبيع في شارع الجائزة ، حي الفيحاء ، الرياض,الفيحاء,1 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1900000.0
فيلا للبيع في حي حطين ، الرياض,حطين,0 days 02:00:00,5.0,5.0,525.0,1895102.561459796
فيلا للبيع في الرياض,العارض,30 days 10:00:00,4.0,3.0,202.0,1250000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,21 days 00:00:00,4.0,3.0,200.0,800000.0
فيلا للبيع في شارع الاخلاص ، حي طويق ، الرياض,طويق,91 days 06:00:00,4.70312813314618,5.0,400.0,1895102.561459796
فيلا للبيع في حي العوالي ، الرياض,نمار,30 days 10:00:00,5.0,5.0,250.0,950000.0
فيلا للبيع في شارع حلبان ، حي طويق ، الرياض,طويق,0 days 12:00:00,4.0,4.0,400.0,550000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,النرجس,0 days 12:00:00,5.0,3.0,350.0,1650000.0
فيلا للبيع في شارع ابي جعفر المنصور ، حي اليرموك ، الرياض,اليرموك,5 days 00:00:00,5.0,5.0,475.6799679165831,2200000.0
فيلا للبيع في الرياض,العارض,0 days 12:00:00,4.70312813314618,5.0,250.0,1250000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,28 days 00:00:00,4.0,3.0,200.0,800000.0
فيلا للبيع في الرياض,المهدية,21 days 00:00:00,4.0,3.0,375.0,850000.0
فيلا للبيع في الرياض,العارض,0 days 07:00:00,5.0,5.0,250.0,1250000.0
فيلا للبيع في شارع ابراهيم البقاعي ، حي السويدي ، الرياض,السويدي,91 days 06:00:00,4.70312813314618,4.449167836374574,312.0,850000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,21 days 00:00:00,3.0,4.449167836374574,276.0,1050000.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,طويق,60 days 20:00:00,5.0,5.0,420.0,1350000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,5 days 00:00:00,5.0,5.0,360.0,1180000.0
فيلا للبيع في حي حطين ، الرياض,حطين,0 days 12:00:00,4.0,4.0,373.0,2200000.0
فيلا للبيع في شارع الاشعاب ، الرياض,الملقا,0 days 12:00:00,5.0,5.0,665.0,1895102.561459796
فيلا للبيع في شارع الذهبي ، الرياض,طويق,60 days 20:00:00,5.0,5.0,255.0,800000.0
فيلا للبيع في حي العوالي ، الرياض,نمار,60 days 20:00:00,5.0,5.0,252.0,950000.0
فيلا للبيع في الرياض,الجنادرية,60 days 20:00:00,3.0,3.0,330.0,1050000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,14 days 00:00:00,3.0,4.0,270.0,1080000.0
فيلا للبيع في شارع الماطري ، حي الحزم ، الرياض,الحزم,5 days 00:00:00,4.0,4.0,300.0,1050000.0
فيلا للبيع في الرياض,القادسية,91 days 06:00:00,4.0,3.0,410.0,1600000.0
فيلا للبيع في المملكة العربية السعودية,العارض,30 days 10:00:00,3.0,5.0,200.0,1100000.0
فيلا للبيع في شارع سفيان بن الحكم ، حي العوالي ، الرياض,نمار,60 days 20:00:00,4.0,5.0,320.0,1200000.0
فيلا للبيع في شارع سفيان بن الحكم ، حي العوالي ، الرياض,نمار,91 days 06:00:00,5.0,5.0,320.0,1200000.0
فيلا للبيع في شارع ابن سليمان ، حي العزيزية ، الرياض,العزيزية,91 days 06:00:00,5.0,4.0,450.0,1200000.0
فيلا للبيع في شارع الشيخ عبدالله بن جبرين ، الرياض,القيروان,0 days 12:00:00,5.0,5.0,455.0,2400000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,4.0,5.0,273.0,880000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,5.0,5.0,450.0,1450000.0
فيلا للبيع في شارع القصر ، الرياض,العارض,2 days 00:00:00,5.0,5.0,335.0,1700000.0
فيلا للبيع في شارع النقرة ، حي الصحافة ، الرياض,الصحافة,0 days 01:00:00,5.0,5.0,312.0,1895102.561459796
فيلا للبيع في شارع الدينوري ، حي النسيم الشرقي ، الرياض,الشرقي,91 days 06:00:00,3.0,4.449167836374574,360.0,850000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 01:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في شارع مهذي المصلح ، حي السويدي الغربي ، الرياض,الغربي,60 days 20:00:00,4.70312813314618,5.0,475.6799679165831,1200000.0
فيلا للبيع في شارع الاخلاص ، حي طويق ، الرياض,طويق,6 days 00:00:00,5.0,5.0,360.0,1230000.0
فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، الرياض,الملقا,2 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,طويق,7 days 00:00:00,5.0,5.0,450.0,1400000.0
فيلا للبيع في الرياض,المهدية,5 days 00:00:00,4.0,5.0,200.0,850000.0
فيلا للبيع في طريق مكة المكرمة ، الرياض,طويق,91 days 06:00:00,4.70312813314618,5.0,375.0,1200000.0
فيلا للبيع في شارع القرارة ، حي الندى ، الرياض,الندى,0 days 08:00:00,4.0,5.0,375.0,2700000.0
فيلا للبيع في الرياض,الندى,0 days 08:00:00,4.0,5.0,306.0,1600000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,91 days 06:00:00,5.0,5.0,450.0,1450000.0
فيلا للبيع في شارع عبدالرحمن الداخل ، الرياض,طويق,91 days 06:00:00,4.0,5.0,300.0,1080000.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,الملقا,0 days 02:00:00,5.0,5.0,602.0,1895102.561459796
فيلا للبيع في الرياض,الملقا,0 days 08:00:00,6.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 06:00:00,5.0,4.0,360.0,2000000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,30 days 10:00:00,4.0,5.0,420.0,1500000.0
فيلا للبيع في حي بدر ، الرياض,بدر,0 days 16:00:00,5.0,5.0,360.0,600000.0
فيلا للبيع في شارع سلطان بن نمر ، حي الرمال ، الرياض,الرمال,91 days 06:00:00,5.0,5.0,487.0,1400000.0
فيلا للبيع في حي ظهرة لبن ، الرياض,لبن,30 days 10:00:00,4.70312813314618,5.0,260.0,940000.0
فيلا للبيع في المملكة العربية السعودية,القادسية,60 days 20:00:00,4.70312813314618,4.0,430.0,1450000.0
فيلا للبيع في شارع الذهبي ، الرياض,طويق,91 days 06:00:00,5.0,5.0,300.0,950000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,5.0,5.0,312.0,1100000.0
فيلا للبيع في حي طويق ، الرياض,طويق,91 days 06:00:00,5.0,5.0,300.0,1050000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,2 days 00:00:00,4.70312813314618,5.0,400.0,900000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,60 days 20:00:00,4.0,4.0,480.0,1900000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,0 days 15:00:00,5.0,5.0,601.0,1700000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,0 days 15:00:00,4.0,5.0,330.0,1180000.0
فيلا للبيع في الرياض,العارض,60 days 20:00:00,4.0,3.0,300.0,1300000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,0 days 15:00:00,5.0,3.0,288.0,1000000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,0 days 15:00:00,5.0,5.0,234.0,900000.0
فيلا للبيع في شارع الافضلي ، الرياض,الملقا,3 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 02:00:00,5.0,5.0,390.0,2500000.0
فيلا للبيع في شارع عبدالمنعم الشافعي ، حي الزهرة ، الرياض,الزهرة,60 days 20:00:00,6.0,5.0,400.0,1000000.0
فيلا للبيع في شارع سعيد المطوع ، حي حطين ، الرياض,حطين,0 days 10:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي المونسية ، الرياض,المونسية,91 days 06:00:00,5.0,5.0,360.0,1550000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,91 days 06:00:00,4.70312813314618,5.0,245.0,1350000.0
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,النرجس,60 days 20:00:00,5.0,3.0,270.0,1400000.0
فيلا للبيع في شارع وادي الشاطئ ، حي طويق ، الرياض,طويق,0 days 07:00:00,4.70312813314618,4.0,400.0,900000.0
فيلا للبيع في الرياض,الجنادرية,91 days 06:00:00,4.0,4.0,400.0,1200000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,30 days 10:00:00,3.0,3.0,450.0,2250000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,60 days 20:00:00,4.0,4.0,384.0,1300000.0
فيلا للبيع في شارع ابي طاهر الشيباني ، حي العليا ، الرياض,العليا,30 days 10:00:00,4.70312813314618,5.0,450.0,2500000.0
فيلا للبيع في حي طويق ، الرياض,طويق,91 days 06:00:00,3.0,4.0,360.0,850000.0
فيلا للبيع في الرياض,الدولي,2 days 00:00:00,5.0,5.0,350.0,1150000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,1 days 00:00:00,5.0,5.0,300.0,1030000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,1 days 00:00:00,5.0,5.0,300.0,980000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,4.0,5.0,240.0,950000.0
فيلا للبيع في شارع ابن عيدان ، حي العقيق ، الرياض,العقيق,30 days 10:00:00,4.0,5.0,400.0,2000000.0
فيلا للبيع في الرياض,المهدية,3 days 00:00:00,4.0,5.0,375.0,1200000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,5.0,5.0,240.0,900000.0
فيلا للبيع في شارع الحجاجي ، حي النفل ، الرياض,النفل,3 days 00:00:00,5.0,5.0,368.0,1700000.0
فيلا للبيع في شارع النجاح ، حي اليرموك ، الرياض,اليرموك,0 days 04:00:00,5.0,4.0,625.0,2100000.0
فيلا للبيع في شارع الفن ، حي الرمال ، الرياض,الرمال,91 days 06:00:00,4.0,4.0,274.0,970000.0
فيلا للبيع في شارع ابو راكة ، حي غرناطة ، الرياض,غرناطة,91 days 06:00:00,5.0,5.0,325.0,1600000.0
فيلا للبيع في شارع رقم 334 ، الرياض,الملقا,30 days 10:00:00,5.0,3.0,360.0,1850000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,7 days 00:00:00,5.0,4.0,360.0,1250000.0
فيلا للبيع في شارع القوات الخاصة ، الرياض,العارض,91 days 06:00:00,4.0,3.0,275.0,1160000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,60 days 20:00:00,5.0,5.0,372.0,1200000.0
فيلا للبيع في شارع الكديفة ، حي اشبيلية ، الرياض,اشبيلية,6 days 00:00:00,5.0,5.0,480.0,1880000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,60 days 20:00:00,5.0,4.0,312.0,1100000.0
فيلا للبيع في شارع البسالة ، حي أحد ، الرياض,أحد,30 days 10:00:00,4.70312813314618,3.0,312.0,720000.0
فيلا للبيع في شارع النجاح ، حي اليرموك ، الرياض,اليرموك,28 days 00:00:00,6.0,4.0,625.0,2100000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,60 days 20:00:00,6.0,4.0,450.0,1800000.0
فيلا للبيع في شارع القوات الخاصة ، الرياض,العارض,91 days 06:00:00,5.0,4.0,250.0,1250000.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,طويق,30 days 10:00:00,5.0,5.0,350.0,1000000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,عبدالعزيز,91 days 06:00:00,3.0,4.0,385.0,950000.0
فيلا للبيع في حي الحزم ، الرياض,الحزم,91 days 06:00:00,5.0,5.0,312.0,1000000.0
فيلا للبيع في شارع مسعود الثقفي ، حي الدار البيضاء ، الرياض,البيضاء,30 days 10:00:00,5.0,5.0,348.0,900000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,1 days 00:00:00,4.0,4.0,375.0,1400000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,6 days 00:00:00,5.0,5.0,315.0,1850000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,60 days 20:00:00,4.0,4.0,275.0,950000.0
فيلا للبيع في الرياض,النرجس,2 days 00:00:00,4.0,5.0,450.0,2050000.0
فيلا للبيع في شارع الرايه ، حي النظيم ، الرياض,النظيم,91 days 06:00:00,5.0,5.0,420.0,1250000.0
فيلا للبيع في شارع الريف ، حي الفلاح ، الرياض,الفلاح,4 days 00:00:00,5.0,5.0,475.0,2800000.0
فيلا للبيع في شارع ابي جعفر المنصور ، حي اليرموك ، الرياض,اليرموك,30 days 10:00:00,5.0,5.0,312.0,1300000.0
فيلا للبيع في الرياض,المهدية,7 days 00:00:00,4.0,5.0,200.0,800000.0
فيلا للبيع في الرياض,المهدية,91 days 06:00:00,6.0,5.0,250.0,1120000.0
فيلا للبيع في الرياض,العارض,5 days 00:00:00,4.0,4.0,364.0,1900000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,30 days 10:00:00,5.0,5.0,450.0,2300000.0
فيلا للبيع في المملكة العربية السعودية,أحد,3 days 00:00:00,6.0,3.0,420.0,880000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,3 days 00:00:00,4.0,5.0,464.0,1300000.0
فيلا للبيع في شارع القطار ، حي الندى ، الرياض,الندى,3 days 00:00:00,3.0,5.0,250.0,1650000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,30 days 10:00:00,4.70312813314618,4.0,450.0,1420000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,91 days 06:00:00,4.0,5.0,390.0,1600000.0
فيلا للبيع في الرياض,طويق,0 days 09:00:00,5.0,5.0,456.0,1400000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,6 days 00:00:00,3.0,4.0,337.0,2500000.0
فيلا للبيع في الرياض,المهدية,14 days 00:00:00,5.0,5.0,200.0,870000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,30 days 10:00:00,4.70312813314618,5.0,250.0,970000.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,الملقا,60 days 20:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي الحمراء ، الرياض,الحمراء,7 days 00:00:00,6.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الجزيرة ، الرياض,الجزيرة,60 days 20:00:00,4.70312813314618,5.0,484.0,1200000.0
فيلا للبيع في الرياض,الحمراء,7 days 00:00:00,6.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي بنبان ، الرياض,بنبان,1 days 00:00:00,4.70312813314618,5.0,640.0,1895102.561459796
فيلا للبيع في الرياض,العارض,0 days 09:00:00,5.0,5.0,308.0,1500000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,30 days 10:00:00,3.0,4.0,406.0,1450000.0
فيلا للبيع في حي الصحافة ، الرياض,الصحافة,30 days 10:00:00,5.0,5.0,525.0,1895102.561459796
فيلا للبيع في الرياض,الشرقي,14 days 00:00:00,4.0,5.0,330.0,1500000.0
فيلا للبيع في شارع نجم الدين الايوبي ، حي العوالي ، الرياض,نمار,91 days 06:00:00,5.0,5.0,450.0,1550000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,5.0,5.0,270.0,1050000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,4.0,5.0,450.0,950000.0
فيلا للبيع في حي عكاظ ، الرياض,عكاظ,5 days 00:00:00,5.0,5.0,390.0,1150000.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,طويق,30 days 10:00:00,5.0,3.0,300.0,920000.0
فيلا للبيع في الرياض,طويق,7 days 00:00:00,3.0,4.449167836374574,554.0,1100000.0
فيلا للبيع في حي بدر ، الرياض,بدر,0 days 10:00:00,5.0,4.0,300.0,800000.0
فيلا للبيع في شارع يوسف بن سلام ، حي بدر ، الرياض,بدر,91 days 06:00:00,5.0,5.0,370.0,1070000.0
فيلا للبيع في شارع الدهناء ، حي الملقا ، الرياض,الملقا,0 days 02:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في حي القادسية ، الرياض,القادسية,30 days 10:00:00,3.0,4.0,406.0,1500000.0
فيلا للبيع في شارع نجم الدين الايوبي ، حي العوالي ، الرياض,نمار,91 days 06:00:00,5.0,5.0,450.0,1550000.0
فيلا للبيع في شارع ابن قيم الجوزية ، حي الملز ، الرياض,الملز,91 days 06:00:00,4.0,5.0,308.0,1350000.0
فيلا للبيع في الرياض,النرجس,60 days 20:00:00,5.0,5.0,510.0,3000000.0
فيلا للبيع في شارع غصين بن براق ، حي الروابي ، الرياض,الروابي,28 days 00:00:00,4.70312813314618,5.0,400.0,1400000.0
فيلا للبيع في شارع طابا ، حي الروابي ، الرياض,الروابي,7 days 00:00:00,3.0,5.0,312.0,1650000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,91 days 06:00:00,5.0,5.0,310.0,2200000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,60 days 20:00:00,5.0,4.0,333.0,1400000.0
فيلا للبيع في الرياض,العارض,91 days 06:00:00,4.0,4.0,405.0,1600000.0
فيلا للبيع في شارع الخطيب بن تيمية ، حي الواحة ، الرياض,الواحة,5 days 00:00:00,6.0,3.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي عرقة ، الرياض,عرقة,3 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,60 days 20:00:00,5.0,3.0,312.0,1480000.0
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض,عكاظ,60 days 20:00:00,5.0,5.0,270.0,970000.0
فيلا للبيع في شارع جبل سنجار ، حي النخيل ، الرياض,النخيل,0 days 01:00:00,4.0,5.0,307.0,2300000.0
فيلا للبيع في شارع ابي العباس بن مطيع ، حي الخليج ، الرياض,الخليج,0 days 06:00:00,5.0,3.0,475.6799679165831,1500000.0
فيلا للبيع في شارع محمد المنصوري ، الرياض,النرجس,30 days 10:00:00,5.0,5.0,351.0,1600000.0
فيلا للبيع في شارع الاهوار ، حي التعاون ، الرياض,التعاون,0 days 00:53:00,5.0,5.0,313.0,1400000.0
فيلا للبيع في الرياض,الملقا,30 days 10:00:00,5.0,5.0,502.0,1895102.561459796
فيلا للبيع في الرياض,الملقا,30 days 10:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في شارع الصحراء الكبرى ، حي الغدير ، الرياض,الغدير,0 days 03:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,60 days 20:00:00,4.0,4.449167836374574,426.0,2370000.0
فيلا للبيع في حي الياسمين ، الرياض,العارض,60 days 20:00:00,4.0,3.0,310.0,2200000.0
فيلا للبيع في شارع النشرة ، حي الصحافة ، الرياض,الصحافة,0 days 11:00:00,4.70312813314618,5.0,475.6799679165831,2700000.0
فيلا للبيع في الرياض,طويق,1 days 00:00:00,5.0,5.0,375.0,1000000.0
فيلا للبيع في حي طويق ، الرياض,طويق,1 days 00:00:00,5.0,5.0,560.0,1100000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,30 days 10:00:00,5.0,5.0,450.0,2250000.0
فيلا للبيع في المملكة العربية السعودية,طويق,14 days 00:00:00,5.0,5.0,375.0,1200000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 09:00:00,4.0,3.0,366.0,1600000.0
فيلا للبيع في الرياض,المهدية,30 days 10:00:00,4.70312813314618,5.0,375.0,1300000.0
فيلا للبيع في الرياض,المهدية,30 days 10:00:00,4.70312813314618,5.0,400.0,1450000.0
فيلا للبيع في الرياض,الجنادرية,60 days 20:00:00,6.0,4.0,420.0,1300000.0
فيلا للبيع في شارع رقم 360 ، الرياض,النرجس,30 days 10:00:00,5.0,4.0,405.0,2250000.0
فيلا للبيع في الرياض,طويق,0 days 07:00:00,4.0,5.0,450.0,1300000.0
فيلا للبيع في حي حطين ، الرياض,حطين,0 days 02:00:00,5.0,5.0,405.0,2700000.0
فيلا للبيع في شارع ثابت بن حزم ، حي الخليج ، الرياض,الخليج,60 days 20:00:00,4.0,3.0,480.0,1600000.0
فيلا للبيع في الرياض,الشرق,60 days 20:00:00,5.0,5.0,255.0,850000.0
فيلا للبيع في شارع الهضاب ، حي الرمال ، الرياض,الرمال,91 days 06:00:00,4.0,4.0,267.0,950000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 01:00:00,4.0,4.449167836374574,360.0,1750000.0
فيلا للبيع في الرياض,العارض,7 days 00:00:00,3.0,3.0,275.0,1350000.0
فيلا للبيع في الرياض,النرجس,0 days 02:00:00,4.0,4.0,270.0,1400000.0
فيلا للبيع في شارع الخطوة ، حي ديراب ، الرياض,ديراب,30 days 10:00:00,3.0,4.0,375.0,880000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,91 days 06:00:00,4.0,3.0,370.0,1300000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,5.0,5.0,456.0,1400000.0
فيلا للبيع في شارع عبدالله الخليفي ، حي العزيزية ، الرياض,العزيزية,60 days 20:00:00,5.0,5.0,375.0,1220000.0
فيلا للبيع في حي العزيزية ، الرياض,العزيزية,60 days 20:00:00,5.0,5.0,375.0,1200000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,21 days 00:00:00,4.70312813314618,5.0,360.0,1800000.0
فيلا للبيع في المملكة العربية السعودية,طويق,5 days 00:00:00,5.0,5.0,420.0,1350000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,91 days 06:00:00,3.0,4.449167836374574,372.0,1200000.0
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,نمار,5 days 00:00:00,5.0,5.0,315.0,1200000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,5.0,5.0,450.0,950000.0
فيلا للبيع في شارع كوالالمبور ، حي اليرموك ، الرياض,اليرموك,2 days 00:00:00,5.0,4.0,475.6799679165831,2000000.0
فيلا للبيع في شارع الرايه ، حي النظيم ، الرياض,النظيم,91 days 06:00:00,5.0,5.0,490.0,1500000.0
فيلا للبيع في حي العزيزية ، الرياض,العزيزية,60 days 20:00:00,5.0,5.0,360.0,1200000.0
فيلا للبيع في شارع الربيع العامري ، حي النهضة ، الرياض,النهضة,60 days 20:00:00,3.0,3.0,425.0,1425000.0
فيلا للبيع في شارع ميناء الاحمدي ، حي اشبيلية ، الرياض,اشبيلية,7 days 00:00:00,5.0,5.0,345.0,1300000.0
فيلا للبيع في شارع ابي الحارث الشافعي ، حي السليمانية ، الرياض,السليمانية,1 days 00:00:00,4.0,5.0,256.0,1300000.0
فيلا للبيع في شارع رقم 395 ، الرياض,النرجس,30 days 10:00:00,5.0,5.0,420.0,2300000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,30 days 10:00:00,4.0,3.0,351.0,2400000.0
فيلا للبيع في حي ظهرة لبن ، الرياض,لبن,60 days 20:00:00,6.0,4.0,450.0,1050000.0
فيلا للبيع في الرياض,طويق,7 days 00:00:00,5.0,5.0,312.0,1100000.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,طويق,5 days 00:00:00,5.0,4.0,450.0,1000000.0
فيلا للبيع في الرياض,طويق,5 days 00:00:00,5.0,5.0,300.0,950000.0
فيلا للبيع في حي طويق ، الرياض,طويق,5 days 00:00:00,4.0,4.0,450.0,980000.0
فيلا للبيع في شارع العشيره ، حي طويق ، الرياض,طويق,5 days 00:00:00,5.0,5.0,400.0,1100000.0
فيلا للبيع في شارع عبدالوهاب بن عبدالقادر ، حي الورود ، الرياض,الورود,7 days 00:00:00,5.0,5.0,333.0,1100000.0
فيلا للبيع في شارع احمد بن جدو ، حي العوالي ، الرياض,نمار,91 days 06:00:00,5.0,5.0,250.0,1000000.0
فيلا للبيع في شارع زمرد بنت عبدالله ، حي الخليج ، الرياض,الخليج,91 days 06:00:00,4.70312813314618,5.0,333.0,1150000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,3.0,5.0,630.0,1750000.0
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,نمار,91 days 06:00:00,5.0,5.0,250.0,900000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,3.0,4.0,375.0,850000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,3 days 00:00:00,3.0,3.0,350.0,1850000.0
فيلا للبيع في الرياض,الرمال,21 days 00:00:00,4.70312813314618,5.0,347.0,1280000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,91 days 06:00:00,4.70312813314618,5.0,250.0,900000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,91 days 06:00:00,4.70312813314618,5.0,240.0,880000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,4.0,4.0,450.0,1500000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,5.0,5.0,375.0,850000.0
