title,neighborhood,time_duration,bedrooms,bathrooms,size,price
فيلا للبيع في شارع الاخلاص ، الرياض,طويق,0 days 12:00:00,5.0,5.0,250.0,860000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,5 days 00:00:00,5.0,5.0,360.0,1200000.0
فيلا للبيع في شارع القصار ، حي اشبيلية ، الرياض,اشبيلية,7 days 00:00:00,4.0,5.0,364.0,1600000.0
فيلا للبيع في الرياض,النرجس,30 days 10:00:00,5.0,5.0,420.0,1900000.0
فيلا للبيع في الرياض,النرجس,0 days 11:00:00,4.0,3.0,360.0,1350000.0
فيلا للبيع في الرياض,المهدية,21 days 00:00:00,4.0,5.0,250.0,1150000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 11:00:00,6.0,5.0,520.0,2750000.0
فيلا للبيع في الرياض,العارض,21 days 00:00:00,4.0,3.0,200.0,1200000.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,طويق,0 days 08:00:00,5.0,5.0,300.0,950000.0
فيلا للبيع في شارع بن جواد ، حي العقيق ، الرياض,العقيق,14 days 00:00:00,4.0,5.0,238.0,1520000.0
فيلا للبيع في الرياض,طويق,60 days 20:00:00,5.0,5.0,375.0,1250000.0
فيلا للبيع في شارع ابن حجر ، الرياض,البيضاء,91 days 06:00:00,6.0,5.0,325.0,970000.0
فيلا للبيع في حي طويق ، الرياض,طويق,0 days 13:00:00,4.0,5.0,200.0,800000.0
فيلا للبيع في الرياض,الجنادرية,2 days 00:00:00,5.0,5.0,320.0,900000.0
فيلا للبيع في شارع الأنبار ، الرياض,الملقا,2 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في شارع الخبوب ، حي الملقا ، الرياض,الملقا,2 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، الرياض,طويق,1 days 00:00:00,5.0,5.0,375.0,1070000.0
فيلا للبيع في حي طويق ، الرياض,طويق,0 days 09:00:00,4.0,5.0,360.0,1150000.0
فيلا للبيع في شارع جبل الأجداد ، حي الدار البيضاء ، الرياض,البيضاء,1 days 00:00:00,5.0,3.0,450.0,1250000.0
فيلا للبيع في شارع العوينة ، حي اشبيلية ، الرياض,اشبيلية,4 days 00:00:00,4.0,4.0,300.0,1400000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,2 days 00:00:00,5.0,5.0,430.0,1895102.561459796
فيلا للبيع في شارع ابي الحسن بن الحارث ، حي القدس ، الرياض,القدس,1 days 00:00:00,5.0,5.0,500.0,1300000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,14 days 00:00:00,4.0,4.0,388.0,1500000.0
فيلا للبيع في الرياض,طويق,0 days 12:00:00,5.0,5.0,270.0,1100000.0
فيلا للبيع في الرياض,الجنادرية,91 days 06:00:00,3.0,3.0,330.0,780000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,النرجس,7 days 00:00:00,6.0,5.0,200.0,1250000.0
فيلا للبيع في شارع جبل الحوره ، حي النخيل ، الرياض,النخيل,0 days 10:00:00,4.0,4.0,307.0,2400000.0
فيلا للبيع في حي ديراب ، الرياض,ديراب,3 days 00:00:00,4.70312813314618,5.0,375.0,1150000.0
فيلا للبيع في حي طويق ، الرياض,طويق,0 days 06:00:00,5.0,4.0,420.0,1000000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,30 days 10:00:00,4.0,4.0,250.0,1050000.0
فيلا للبيع في شارع الذهبي ، الرياض,طويق,14 days 00:00:00,3.0,5.0,450.0,970000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,21 days 00:00:00,4.0,4.0,426.0,2350000.0
فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض,الملقا,0 days 06:00:00,5.0,5.0,400.0,2650000.0
فيلا للبيع في الرياض,الملقا,91 days 06:00:00,5.0,4.0,351.0,2700000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,14 days 00:00:00,5.0,5.0,360.0,2200000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,7 days 00:00:00,4.0,3.0,464.0,1900000.0
فيلا للبيع في طريق الملك عبدالعزيز الفرعي ، الرياض,العارض,0 days 00:35:00,5.0,5.0,265.0,1300000.0
فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، الرياض,طويق,1 days 00:00:00,4.0,5.0,375.0,1250000.0
فيلا للبيع في شارع رقم 199 ، الرياض,النرجس,0 days 07:00:00,4.0,5.0,440.0,2700000.0
فيلا للبيع في حي الحزم ، الرياض,الحزم,3 days 00:00:00,4.70312813314618,5.0,325.0,1050000.0
فيلا للبيع في الرياض,النرجس,3 days 00:00:00,4.0,4.0,308.0,1550000.0
فيلا للبيع في شارع علي بن النقيب ، حي الحزم ، الرياض,الحزم,30 days 10:00:00,5.0,5.0,312.0,950000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,4 days 00:00:00,5.0,5.0,225.0,950000.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,النرجس,14 days 00:00:00,4.0,5.0,420.0,2300000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,7 days 00:00:00,4.70312813314618,5.0,500.0,1920000.0
فيلا للبيع في المملكة العربية السعودية,طويق,0 days 09:00:00,3.0,5.0,450.0,1050000.0
فيلا للبيع في الرياض,طويق,0 days 06:00:00,5.0,4.0,360.0,950000.0
فيلا للبيع في شارع نهر التاجية ، حي العزيزية ، الرياض,العزيزية,14 days 00:00:00,5.0,5.0,375.0,1100000.0
فيلا للبيع في الرياض,الدولي,4 days 00:00:00,4.0,5.0,348.0,1400000.0
فيلا للبيع في حي عرقة ، الرياض,عرقة,60 days 20:00:00,4.70312813314618,5.0,630.0,1895102.561459796
فيلا للبيع في طريق الدمام ، حي الجنادرية ، الرياض,الجنادرية,2 days 00:00:00,4.0,4.0,208.0,850000.0
فيلا للبيع في شارع ريحانة بنت زيد الفرعي ، الرياض,العارض,0 days 07:00:00,5.0,4.0,270.0,1300000.0
فيلا للبيع في الرياض,طويق,0 days 12:00:00,5.0,5.0,420.0,1200000.0
فيلا للبيع في شارع البريد ، حي السعادة ، الرياض,السعادة,14 days 00:00:00,5.0,3.0,351.0,1300000.0
فيلا للبيع في طريق نجم الدين الأيوبي الفرعي ، الرياض,طويق,30 days 10:00:00,6.0,4.0,358.0,1070000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,30 days 10:00:00,3.0,5.0,328.0,1250000.0
فيلا للبيع في الرياض,المهدية,91 days 06:00:00,4.0,4.0,450.0,1450000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 01:00:00,4.0,4.0,210.0,1500000.0
فيلا للبيع في شارع المجاز ، حي الحزم ، الرياض,الحزم,7 days 00:00:00,4.70312813314618,5.0,312.0,1200000.0
فيلا للبيع في شارع البسالة ، الرياض,الرمال,3 days 00:00:00,4.0,4.0,283.0,1130000.0
فيلا للبيع في حي العوالي ، الرياض,نمار,3 days 00:00:00,5.0,5.0,240.0,950000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 04:00:00,5.0,3.0,360.0,2200000.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,طويق,1 days 00:00:00,5.0,5.0,312.0,1200000.0
فيلا للبيع في الرياض,الجنادرية,3 days 00:00:00,3.0,4.0,340.0,850000.0
فيلا للبيع في الرياض,العارض,21 days 00:00:00,4.0,5.0,270.0,1150000.0
فيلا للبيع في حي عرقة ، الرياض,عرقة,0 days 07:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في المملكة العربية السعودية,طويق,3 days 00:00:00,5.0,5.0,450.0,1400000.0
فيلا للبيع في الرياض,طويق,1 days 00:00:00,5.0,5.0,450.0,1450000.0
فيلا للبيع في الرياض,النرجس,91 days 06:00:00,3.0,3.0,300.0,1350000.0
فيلا للبيع في شارع زهير بن المسيب ، حي الربوة ، الرياض,الربوة,1 days 00:00:00,5.0,5.0,475.6799679165831,2000000.0
فيلا للبيع في شارع ابي بكر الفرج ، حي العقيق ، الرياض,العقيق,1 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الرمال ، الرياض,الرمال,91 days 06:00:00,4.0,4.0,340.0,1100000.0
فيلا للبيع في حي عكاظ ، الرياض,بدر,7 days 00:00:00,5.0,5.0,350.0,1100000.0
فيلا للبيع في الرياض,النرجس,30 days 10:00:00,3.0,4.0,341.0,1600000.0
فيلا للبيع في شارع القوات الخاصة ، الرياض,العارض,60 days 20:00:00,4.0,5.0,250.0,1250000.0
فيلا للبيع في الرياض,المهدية,7 days 00:00:00,4.0,4.0,250.0,930000.0
فيلا للبيع في المملكة العربية السعودية,العارض,1 days 00:00:00,4.0,5.0,275.0,1300000.0
فيلا للبيع في شارع القطائف ، حي الندى ، الرياض,الندى,0 days 04:00:00,5.0,3.0,390.0,2400000.0
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، الرياض,النرجس,7 days 00:00:00,4.0,5.0,400.0,1950000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 06:00:00,5.0,4.0,502.0,1895102.561459796
فيلا للبيع في حي المونسية ، الرياض,المونسية,60 days 20:00:00,5.0,5.0,310.0,1400000.0
فيلا للبيع في الرياض,الجنادرية,30 days 10:00:00,5.0,5.0,312.0,980000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 04:00:00,5.0,4.0,310.0,2200000.0
فيلا للبيع في الرياض,الرمال,0 days 06:00:00,5.0,5.0,455.0,1550000.0
فيلا للبيع في شارع الامام ابراهيم بن سباع ، حي الياسمين ، الرياض,الياسمين,0 days 23:00:00,5.0,5.0,360.0,2150000.0
فيلا للبيع في شارع طنجه ، حي الفلاح ، الرياض,الفلاح,0 days 08:00:00,4.0,5.0,525.0,3000000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,7 days 00:00:00,5.0,5.0,300.0,950000.0
فيلا للبيع في طريق الامام سعود بن فيصل ، حي الصحافة ، الرياض,الصحافة,0 days 06:00:00,5.0,5.0,525.0,1895102.561459796
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,7 days 00:00:00,3.0,5.0,450.0,950000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,5 days 00:00:00,5.0,5.0,375.0,1200000.0
فيلا للبيع في شارع الميزان ، حي الفلاح ، الرياض,الفلاح,6 days 00:00:00,4.70312813314618,5.0,586.0,1895102.561459796
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,4 days 00:00:00,5.0,5.0,200.0,800000.0
فيلا للبيع في شارع الربيع ، الرياض,النرجس,3 days 00:00:00,4.0,3.0,437.0,2200000.0
فيلا للبيع في شارع عسفان ، حي حطين ، الرياض,حطين,0 days 04:00:00,5.0,4.0,405.0,2650000.0
فيلا للبيع في شارع اليتمه ، حي الحمراء ، الرياض,الحمراء,1 days 00:00:00,5.0,4.0,475.6799679165831,1895102.561459796
فيلا للبيع في طريق الأمير سعود بن محمد بن مقرن ، حي حطين ، الرياض,حطين,6 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,المهدية,21 days 00:00:00,4.0,3.0,200.0,800000.0
فيلا للبيع في طريق السلطان قابوس بن سعيد ، حي القادسية ، الرياض,المعيزلة,30 days 10:00:00,4.0,3.0,405.0,1375000.0
فيلا للبيع في شارع راجح بن مزروع ، حي السويدي ، الرياض,السويدي,28 days 00:00:00,5.0,5.0,475.6799679165831,1300000.0
فيلا للبيع في طريق نجم الدين الأيوبي الفرعي ، الرياض,طويق,0 days 08:00:00,5.0,5.0,245.0,1000000.0
فيلا للبيع في الرياض,الرمال,30 days 10:00:00,4.0,5.0,370.0,1150000.0
فيلا للبيع في شارع الفاخري ، حي طويق ، الرياض,طويق,5 days 00:00:00,4.0,3.0,400.0,800000.0
فيلا للبيع في المملكة العربية السعودية,الملقا,0 days 07:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في شارع وبرة ، حي العقيق ، الرياض,العقيق,0 days 04:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في شارع سعد الانصاري ، حي الحزم ، الرياض,الحزم,91 days 06:00:00,5.0,5.0,337.0,1150000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,0 days 13:00:00,5.0,5.0,360.0,1520000.0
فيلا للبيع في طريق العزيزية ، حي الدار البيضاء ، الرياض,البيضاء,7 days 00:00:00,5.0,5.0,313.0,1050000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 12:00:00,5.0,5.0,400.0,2600000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,5.0,5.0,300.0,850000.0
فيلا للبيع في شارع جبل الغمر ، حي الدار البيضاء ، الرياض,البيضاء,30 days 10:00:00,5.0,3.0,260.0,900000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,7 days 00:00:00,3.0,3.0,312.0,860000.0
فيلا للبيع في شارع رؤية بن عمرو ، حي الربوة ، الرياض,الربوة,1 days 00:00:00,4.0,4.0,475.6799679165831,2100000.0
فيلا للبيع في شارع ابراهيم البرهان ، الرياض,الجنادرية,14 days 00:00:00,5.0,4.0,312.0,620000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,1 days 00:00:00,4.70312813314618,5.0,300.0,1600000.0
فيلا للبيع في شارع النفود ، حي الغدير ، الرياض,الغدير,0 days 07:00:00,4.0,5.0,675.0,3000000.0
فيلا للبيع في الرياض,المهدية,14 days 00:00:00,5.0,5.0,400.0,1400000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,30 days 10:00:00,4.70312813314618,5.0,200.0,820000.0
فيلا للبيع في الرياض,الملقا,4 days 00:00:00,5.0,5.0,540.0,1895102.561459796
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,طويق,60 days 20:00:00,5.0,5.0,300.0,900000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,7 days 00:00:00,4.0,5.0,230.0,1100000.0
فيلا للبيع في المملكة العربية السعودية,طويق,0 days 19:00:00,3.0,5.0,360.0,900000.0
فيلا للبيع في حي طويق ، الرياض,طويق,30 days 10:00:00,5.0,5.0,420.0,1300000.0
فيلا للبيع في شارع ابراهيم البرهان ، الرياض,الجنادرية,60 days 20:00:00,5.0,4.0,336.0,1050000.0
فيلا للبيع في الرياض,طويق,4 days 00:00:00,3.0,5.0,420.0,930000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,2 days 00:00:00,5.0,5.0,520.0,1895102.561459796
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 11:00:00,5.0,5.0,360.0,2100000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,0 days 05:00:00,4.0,5.0,420.0,1300000.0
فيلا للبيع في حي الدار البيضاء ، الرياض,البيضاء,5 days 00:00:00,5.0,5.0,475.6799679165831,1600000.0
فيلا للبيع في الرياض,الملقا,0 days 11:00:00,5.0,5.0,540.0,1895102.561459796
فيلا للبيع في شارع الاخلاص ، الرياض,طويق,7 days 00:00:00,5.0,5.0,475.6799679165831,1800000.0
فيلا للبيع في الرياض,الرمال,2 days 00:00:00,4.0,4.0,390.0,1250000.0
فيلا للبيع في حي حطين ، الرياض,حطين,7 days 00:00:00,6.0,5.0,405.0,2600000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,3.0,4.0,450.0,950000.0
فيلا للبيع في شارع أبي شعيب السوسي ، الرياض,النرجس,14 days 00:00:00,4.0,5.0,336.0,1250000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,4 days 00:00:00,5.0,5.0,240.0,850000.0
فيلا للبيع في شارع الخيمة ، حي الملك فيصل ، الرياض,فيصل,2 days 00:00:00,5.0,5.0,628.0,2250000.0
فيلا للبيع في المملكة العربية السعودية,طويق,1 days 00:00:00,5.0,5.0,420.0,1100000.0
فيلا للبيع في الرياض,العارض,1 days 00:00:00,5.0,3.0,360.0,1900000.0
فيلا للبيع في المملكة العربية السعودية,الشرق,0 days 09:00:00,3.0,4.0,332.0,920000.0
فيلا للبيع في الرياض,الياسمين,0 days 05:00:00,5.0,5.0,475.6799679165831,2300000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,6 days 00:00:00,4.70312813314618,5.0,200.0,820000.0
فيلا للبيع في طريق الصحابة ، حي المونسية ، الرياض,المونسية,0 days 11:00:00,4.0,4.0,300.0,1250000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,7 days 00:00:00,4.0,3.0,400.0,1350000.0
فيلا للبيع في شارع العبدلي ، حي العقيق ، الرياض,العقيق,2 days 00:00:00,4.0,4.0,237.0,1500000.0
فيلا للبيع في شارع عبادة بن الصامت ، حي الروضة ، الرياض,الروضة,1 days 00:00:00,5.0,4.0,450.0,950000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,7 days 00:00:00,4.70312813314618,5.0,403.0,1750000.0
فيلا للبيع في الرياض,العارض,0 days 11:00:00,5.0,5.0,450.0,1900000.0
فيلا للبيع في الرياض,الرمال,7 days 00:00:00,4.70312813314618,5.0,475.6799679165831,1700000.0
فيلا للبيع في الرياض,العارض,0 days 12:00:00,4.0,5.0,375.0,1850000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,60 days 20:00:00,4.0,5.0,200.0,780000.0
فيلا للبيع في الرياض,طويق,4 days 00:00:00,4.0,5.0,415.0,930000.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,6 days 00:00:00,3.0,5.0,420.0,1750000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,60 days 20:00:00,4.0,5.0,375.0,2100000.0
فيلا للبيع في الرياض,العارض,0 days 03:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في الرياض,المهدية,30 days 10:00:00,4.0,4.0,460.0,1650000.0
فيلا للبيع في الرياض,العارض,0 days 04:00:00,5.0,4.0,420.0,1750000.0
فيلا للبيع في الرياض,الملقا,91 days 06:00:00,4.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في شارع البريد ، حي السعادة ، الرياض,السعادة,1 days 00:00:00,5.0,3.0,333.0,1150000.0
فيلا للبيع في شارع السادة ، حي السعادة ، الرياض,السعادة,0 days 06:00:00,3.0,4.0,450.0,1250000.0
فيلا للبيع في شارع عيسى بن احمد المرشدي ، الرياض,العارض,0 days 03:00:00,5.0,4.0,325.0,1600000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,0 days 05:00:00,4.0,5.0,365.0,1200000.0
فيلا للبيع في حي القادسية ، الرياض,القادسية,7 days 00:00:00,4.0,4.449167836374574,400.0,1450000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,7 days 00:00:00,5.0,5.0,300.0,1280000.0
فيلا للبيع في شارع رقم 391 ، الرياض,النرجس,7 days 00:00:00,5.0,5.0,360.0,2000000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,1 days 00:00:00,3.0,3.0,421.0,1750000.0
فيلا للبيع في طريق نجم الدين الأيوبي الفرعي ، الرياض,طويق,0 days 13:00:00,5.0,5.0,300.0,910000.0
فيلا للبيع في الرياض,العارض,0 days 04:00:00,5.0,4.0,308.0,1500000.0
فيلا للبيع في حي ظهرة لبن ، الرياض,لبن,2 days 00:00:00,4.0,5.0,350.0,900000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 06:00:00,5.0,5.0,540.0,1895102.561459796
فيلا للبيع في طريق الأمير سلطان بن عبدالعزيز ، حي العليا ، الرياض,العليا,0 days 12:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي طويق ، الرياض,طويق,0 days 09:00:00,4.0,5.0,412.0,1000000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,1 days 00:00:00,4.0,3.0,360.0,1700000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,21 days 00:00:00,6.0,5.0,250.0,930000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 06:00:00,5.0,4.0,500.0,2500000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,7 days 00:00:00,4.70312813314618,5.0,600.0,1895102.561459796
فيلا للبيع في شارع ال رويشد ، حي عليشة ، الرياض,عليشة,21 days 00:00:00,5.0,5.0,475.6799679165831,1500000.0
فيلا للبيع في شارع الرزيقية ، حي الاندلس ، الرياض,الاندلس,0 days 03:00:00,5.0,5.0,460.0,1100000.0
فيلا للبيع في شارع مصطفى المنفلوطي ، الرياض,الرمال,0 days 07:00:00,4.0,4.0,390.0,1200000.0
فيلا للبيع في شارع مالك بن الدخشم الخزرجي ، الرياض,الشرق,0 days 07:00:00,5.0,5.0,435.0,1300000.0
فيلا للبيع في شارع جبل العمور ، حي النخيل ، الرياض,النخيل,0 days 09:00:00,4.70312813314618,4.0,350.0,2500000.0
فيلا للبيع في الرياض,المهدية,6 days 00:00:00,4.70312813314618,5.0,260.0,900000.0
فيلا للبيع في الرياض,الرمال,60 days 20:00:00,5.0,5.0,300.0,1050000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,0 days 10:00:00,3.0,5.0,450.0,990000.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,0 days 07:00:00,4.0,4.0,325.0,1400000.0
فيلا للبيع في شارع المثناه ، حي بدر ، الرياض,بدر,0 days 13:00:00,4.0,5.0,300.0,900000.0
فيلا للبيع في حي مطار الملك خالد الدولي ، الرياض,الدولي,7 days 00:00:00,4.0,5.0,228.0,900000.0
فيلا للبيع في حي حطين ، الرياض,حطين,14 days 00:00:00,4.0,5.0,390.0,2500000.0
فيلا للبيع في برج موبايلي ، شارع رقم 78 ، حي العزيزية ، الرياض,العزيزية,60 days 20:00:00,4.0,4.0,360.0,1200000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,91 days 06:00:00,4.0,4.0,350.0,1150000.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,طويق,4 days 00:00:00,5.0,5.0,300.0,930000.0
فيلا للبيع في الرياض,الجنادرية,6 days 00:00:00,5.0,5.0,240.0,930000.0
فيلا للبيع في شارع ابن مفرج ، حي حطين ، الرياض,حطين,7 days 00:00:00,5.0,5.0,315.0,2500000.0
فيلا للبيع في حي الحزم ، الرياض,الحزم,30 days 10:00:00,5.0,5.0,287.0,950000.0
فيلا للبيع في الرياض,طويق,30 days 10:00:00,3.0,3.0,375.0,970000.0
فيلا للبيع في المملكة العربية السعودية,الجنادرية,60 days 20:00:00,3.0,3.0,384.0,900000.0
فيلا للبيع في الرياض,النرجس,30 days 10:00:00,4.0,3.0,312.0,1900000.0
فيلا للبيع في المملكة العربية السعودية,طويق,0 days 10:00:00,5.0,5.0,312.0,1000000.0
"فيلا للبيع في شارع سبا, النسيم الشرقي, الرياض",الشرقي,0 days 09:00:00,5.0,5.0,613.0,2200000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,3 days 00:00:00,5.0,5.0,600.0,1895102.561459796
فيلا للبيع في الرياض,الملقا,0 days 03:00:00,5.0,5.0,500.0,1895102.561459796
فيلا للبيع في الرياض,المهدية,7 days 00:00:00,5.0,3.0,437.0,1850000.0
فيلا للبيع في الرياض,طويق,3 days 00:00:00,4.0,5.0,375.0,950000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,1 days 00:00:00,5.0,5.0,500.0,1895102.561459796
فيلا للبيع في شارع ابن عابدين ، حي النسيم الغربي ، الرياض,الغربي,7 days 00:00:00,5.0,5.0,525.0,800000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 12:00:00,4.0,5.0,375.0,2600000.0
فيلا للبيع في شارع ابراهيم البرهان ، الرياض,الجنادرية,7 days 00:00:00,5.0,4.0,324.0,1050000.0
فيلا للبيع في شارع الذهبي ، الرياض,طويق,7 days 00:00:00,5.0,5.0,475.6799679165831,2000000.0
فيلا للبيع في شارع رقم 207 ، الرياض,النرجس,7 days 00:00:00,4.70312813314618,5.0,300.0,1600000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,7 days 00:00:00,3.0,3.0,375.0,880000.0
فيلا للبيع في حي طويق ، الرياض,طويق,21 days 00:00:00,5.0,5.0,270.0,920000.0
فيلا للبيع في شارع يحيى المنسكي ، الرياض,الرمال,5 days 00:00:00,4.0,4.0,325.0,1170000.0
فيلا للبيع في الرياض,طويق,30 days 10:00:00,5.0,4.0,420.0,1150000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,1 days 00:00:00,5.0,5.0,360.0,1100000.0
فيلا للبيع في الرياض,العارض,1 days 00:00:00,3.0,5.0,324.0,1450000.0
فيلا للبيع في الرياض,الجنادرية,60 days 20:00:00,5.0,4.0,325.0,800000.0
فيلا للبيع في حي ديراب ، الرياض,ديراب,0 days 13:00:00,3.0,5.0,312.0,950000.0
فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، الرياض,الملقا,21 days 00:00:00,5.0,5.0,500.0,3000000.0
فيلا للبيع في الرياض,طويق,21 days 00:00:00,5.0,5.0,385.0,980000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,4 days 00:00:00,4.0,3.0,200.0,800000.0
فيلا للبيع في شارع الميفا ، حي ظهرة لبن ، الرياض,لبن,1 days 00:00:00,5.0,5.0,200.0,900000.0
فيلا للبيع في شارع السبالة ، حي الياسمين ، الرياض,الياسمين,0 days 11:00:00,5.0,5.0,330.0,1750000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,21 days 00:00:00,5.0,5.0,480.0,2000000.0
فيلا للبيع في شارع الوادي الاعلى ، حي الصحافة ، الرياض,الصحافة,0 days 23:00:00,5.0,5.0,525.0,1895102.561459796
فيلا للبيع في الرياض,طويق,7 days 00:00:00,5.0,5.0,325.0,1100000.0
فيلا للبيع في شارع أحمد بن محمد الشعبي ، الرياض,النرجس,0 days 21:00:00,4.70312813314618,5.0,378.0,2280000.0
فيلا للبيع في شارع محمد بن عوجان ، حي الحزم ، الرياض,الحزم,0 days 07:00:00,5.0,5.0,295.0,1000000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 05:00:00,5.0,5.0,318.0,1550000.0
فيلا للبيع في شارع الحسن بن يحيى ، حي الروضة ، الرياض,الروضة,0 days 12:00:00,5.0,5.0,640.0,1400000.0
فيلا للبيع في شارع الذهبي ، الرياض,طويق,0 days 12:00:00,5.0,5.0,312.0,1170000.0
فيلا للبيع في شارع الذهبي ، الرياض,طويق,91 days 06:00:00,4.0,5.0,385.0,1200000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,0 days 10:00:00,5.0,5.0,240.0,850000.0
فيلا للبيع في شارع علي بن عبدالسلام الريس ، الرياض,طويق,21 days 00:00:00,5.0,5.0,300.0,900000.0
فيلا للبيع في الرياض,الجنادرية,21 days 00:00:00,3.0,4.0,336.0,1070000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,0 days 23:00:00,4.0,5.0,400.0,1950000.0
فيلا للبيع في شارع الزنجاني ، حي القدس ، الرياض,القدس,0 days 00:11:00,5.0,5.0,500.0,1450000.0
فيلا للبيع في شارع سفيان الكوفي ، حي الشفا ، الرياض,الشفا,1 days 00:00:00,5.0,5.0,475.6799679165831,750000.0
فيلا للبيع في شارع الشاهر ، حي طويق ، الرياض,طويق,30 days 10:00:00,5.0,4.0,250.0,820000.0
فيلا للبيع في الرياض,النرجس,1 days 00:00:00,4.0,4.0,300.0,1500000.0
فيلا للبيع في الرياض,المهدية,91 days 06:00:00,4.0,4.0,450.0,950000.0
